person_id,query_id,query_text,engine,rank,movie_key,movie_title,movie_overview,relevance_grade
P02,32,"A weary, synthetic law enforcement officer uncovers a long-buried secret about his own origins while searching for a legendary retired investigator, ultimately questioning the nature of the soul in a decaying, rain-drenched future.",bm25,1,beekeeper,"Beekeeper, The",One man's campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as Beekeepers.,2
P02,32,"A weary, synthetic law enforcement officer uncovers a long-buried secret about his own origins while searching for a legendary retired investigator, ultimately questioning the nature of the soul in a decaying, rain-drenched future.",bm25,2,jfk,JFK,Follows the investigation into the assassination of President John F. Kennedy led by New Orleans district attorney Jim Garrison.,1
P02,32,"A weary, synthetic law enforcement officer uncovers a long-buried secret about his own origins while searching for a legendary retired investigator, ultimately questioning the nature of the soul in a decaying, rain-drenched future.",bm25,3,surrogates,Surrogates,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of oth",0
P02,32,"A weary, synthetic law enforcement officer uncovers a long-buried secret about his own origins while searching for a legendary retired investigator, ultimately questioning the nature of the soul in a decaying, rain-drenched future.",bm25,4,virtuosity,Virtuosity,"The Law Enforcement Technology Advancement Centre (LETAC) has developed SID version 6.7: a Sadistic, Intelligent, and Dangerous virtual reality entity which is synthesized from the personalities of mo",0
P02,32,"A weary, synthetic law enforcement officer uncovers a long-buried secret about his own origins while searching for a legendary retired investigator, ultimately questioning the nature of the soul in a decaying, rain-drenched future.",bm25,5,8mm,8MM,"A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows ",0
P02,29,"A suburban family finds their peaceful life shattered when malevolent spirits, displaced by the construction of their neighborhood on an unhallowed burial ground, begin to manifest through their television set and terrorize them from within their own home.",hybrid,1,arcade,Arcade,"Alex Manning and her friends decide to visit the local video arcade known as ""Dante's Inferno"" where a new virtual reality arcade game called ""Arcade"" is being test marketed by a computer company CEO.",2
P02,29,"A suburban family finds their peaceful life shattered when malevolent spirits, displaced by the construction of their neighborhood on an unhallowed burial ground, begin to manifest through their television set and terrorize them from within their own home.",hybrid,2,storytelling,Storytelling,College and high school serve as the backdrop for two stories about dysfunction and personal turmoil.,1
P02,29,"A suburban family finds their peaceful life shattered when malevolent spirits, displaced by the construction of their neighborhood on an unhallowed burial ground, begin to manifest through their television set and terrorize them from within their own home.",hybrid,3,signs,Signs,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,0
P02,29,"A suburban family finds their peaceful life shattered when malevolent spirits, displaced by the construction of their neighborhood on an unhallowed burial ground, begin to manifest through their television set and terrorize them from within their own home.",hybrid,4,field_of_dreams,Field of Dreams,,1
P02,29,"A suburban family finds their peaceful life shattered when malevolent spirits, displaced by the construction of their neighborhood on an unhallowed burial ground, begin to manifest through their television set and terrorize them from within their own home.",hybrid,5,lost_highway,Lost Highway,,0
P02,19,"A professional con artist becomes dangerously entangled with his estranged, cold-blooded mother and his manipulative girlfriend, leading to a fatal collision of greed, betrayal, and dark family dysfunction.",hybrid,1,"big_short,_the","Big Short, The",,2
P02,19,"A professional con artist becomes dangerously entangled with his estranged, cold-blooded mother and his manipulative girlfriend, leading to a fatal collision of greed, betrayal, and dark family dysfunction.",hybrid,2,two_for_the_money,Two For The Money,,1
P02,19,"A professional con artist becomes dangerously entangled with his estranged, cold-blooded mother and his manipulative girlfriend, leading to a fatal collision of greed, betrayal, and dark family dysfunction.",hybrid,3,a_most_violent_year,A Most Violent Year,,1
P02,19,"A professional con artist becomes dangerously entangled with his estranged, cold-blooded mother and his manipulative girlfriend, leading to a fatal collision of greed, betrayal, and dark family dysfunction.",hybrid,4,"deer_hunter,_the","Deer Hunter, The",,0
P02,19,"A professional con artist becomes dangerously entangled with his estranged, cold-blooded mother and his manipulative girlfriend, leading to a fatal collision of greed, betrayal, and dark family dysfunction.",hybrid,5,gold,Gold,"Kenny Wells, a modern-day prospector, hustler, and dreamer, is desperate for a lucky break. Left with few options, Wells teams up with an equally luckless geologist to execute a grandiose, last-ditch ",0
P02,9,"A socially awkward scientist’s life is upended when his close friend achieves sudden, unexpected fame, triggering a humorous exploration of jealousy, group dynamics, and the challenges of maintaining friendships within a circle of brilliant but eccentric intellectuals.",hybrid,1,sphere,Sphere,"A spacecraft is discovered on the floor of the Pacific Ocean, presumed to be at least 300 years old and of alien origin. A crack team of scientists and experts is assembled and taken to the Habitat, a",2
P02,9,"A socially awkward scientist’s life is upended when his close friend achieves sudden, unexpected fame, triggering a humorous exploration of jealousy, group dynamics, and the challenges of maintaining friendships within a circle of brilliant but eccentric intellectuals.",hybrid,2,"theory_of_everything,_the","Theory of Everything, The",,1
P02,9,"A socially awkward scientist’s life is upended when his close friend achieves sudden, unexpected fame, triggering a humorous exploration of jealousy, group dynamics, and the challenges of maintaining friendships within a circle of brilliant but eccentric intellectuals.",hybrid,3,dave_barry's_complete_guide_to_guys,Dave Barry's Complete Guide to Guys,,1
P02,9,"A socially awkward scientist’s life is upended when his close friend achieves sudden, unexpected fame, triggering a humorous exploration of jealousy, group dynamics, and the challenges of maintaining friendships within a circle of brilliant but eccentric intellectuals.",hybrid,4,rush_hour,Rush Hour,,0
P02,9,"A socially awkward scientist’s life is upended when his close friend achieves sudden, unexpected fame, triggering a humorous exploration of jealousy, group dynamics, and the challenges of maintaining friendships within a circle of brilliant but eccentric intellectuals.",hybrid,5,12_monkeys,12 Monkeys,,0
P02,23,"A cantankerous and eccentric landscape painter navigates his complex personal relationships, his deep devotion to his father, and his unwavering obsession with capturing the sublime power of light and nature on canvas during the final decades of his life.",bm25,1,queenofdamned,Queen of the Damned,"Vampire Lestat awakens from his slumber and becomes a rock star. But chaos strikes when his music awakens Akasha, the vampire queen, who may not rest until she makes Lestat her new king.",2
P02,23,"A cantankerous and eccentric landscape painter navigates his complex personal relationships, his deep devotion to his father, and his unwavering obsession with capturing the sublime power of light and nature on canvas during the final decades of his life.",bm25,2,origin,Origin,"While investigating the global phenomenon of caste and its dark influence on society, a journalist faces unfathomable personal loss and uncovers the beauty of human resilience.",1
P02,23,"A cantankerous and eccentric landscape painter navigates his complex personal relationships, his deep devotion to his father, and his unwavering obsession with capturing the sublime power of light and nature on canvas during the final decades of his life.",bm25,3,brokenembraces,Broken Embraces,"Harry Caine, a blind writer, reaches this moment in time when he has to heal his wounds from 14 years back. He was then still known by his real name, Mateo Blanco, and directing his last movie.",1
P02,23,"A cantankerous and eccentric landscape painter navigates his complex personal relationships, his deep devotion to his father, and his unwavering obsession with capturing the sublime power of light and nature on canvas during the final decades of his life.",bm25,4,mrturner,Mr. Turner,"Eccentric British painter J.M.W. Turner  lives his last 25 years with gusto and secretly becomes involved with a seaside landlady, while his faithful housekeeper bears an unrequited love for him.",0
P02,23,"A cantankerous and eccentric landscape painter navigates his complex personal relationships, his deep devotion to his father, and his unwavering obsession with capturing the sublime power of light and nature on canvas during the final decades of his life.",bm25,5,bigeyes,Big Eyes,"In the late 1950s and early '60s, artist Walter Keane achieves unbelievable fame and success with portraits of saucer-eyed waifs. However, no one realizes that his wife, Margaret, is the real painter ",0
P02,24,A resilient young man growing up in a racially divided country overcomes systemic oppression and personal tragedy through the power of boxing and the wisdom of his mentors to become a symbol of hope for his people.,hybrid,1,ali,Ali,"In 1964, a brash, new pro boxer, fresh from his Olympic gold medal victory, explodes onto the scene: Cassius Clay. Bold and outspoken, he cuts an entirely new image for African Americans in sport with",2
P02,24,A resilient young man growing up in a racially divided country overcomes systemic oppression and personal tragedy through the power of boxing and the wisdom of his mentors to become a symbol of hope for his people.,hybrid,2,"power_of_one,_the","Power of One, The",,1
P02,24,A resilient young man growing up in a racially divided country overcomes systemic oppression and personal tragedy through the power of boxing and the wisdom of his mentors to become a symbol of hope for his people.,hybrid,3,one_night_in_miami...,One Night in Miami...,,0
P02,24,A resilient young man growing up in a racially divided country overcomes systemic oppression and personal tragedy through the power of boxing and the wisdom of his mentors to become a symbol of hope for his people.,hybrid,4,creed,Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",0
P02,24,A resilient young man growing up in a racially divided country overcomes systemic oppression and personal tragedy through the power of boxing and the wisdom of his mentors to become a symbol of hope for his people.,hybrid,5,star_wars_vi:_return_of_the_jedi,Star Wars VI: Return of the Jedi,,0
P02,1,"A behavioral psychologist, a hairy nature writer, and a feral man raised by an ape find their lives inextricably linked in a bizarre, darkly comedic exploration of the conflict between civilized social conditioning and our primal, animal instincts.",bm25,1,humannature,Human Nature,"While his lonely wife yearns for his touch, disturbed husband Harry (Donny James Lucas) shuns her advances and throws his energy into his unusual hobby: abducting beautiful women and torturing them in",2
P02,1,"A behavioral psychologist, a hairy nature writer, and a feral man raised by an ape find their lives inextricably linked in a bizarre, darkly comedic exploration of the conflict between civilized social conditioning and our primal, animal instincts.",bm25,2,riseofplanetofapes,Rise of the Planet of the Apes,"A highly intelligent chimpanzee named Caesar has been living a peaceful suburban life ever since he was born. But when he gets taken to a cruel primate facility, Caesar decides to revolt against those",1
P02,1,"A behavioral psychologist, a hairy nature writer, and a feral man raised by an ape find their lives inextricably linked in a bizarre, darkly comedic exploration of the conflict between civilized social conditioning and our primal, animal instincts.",bm25,3,trumanshow,"Truman Show, The",An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.,0
P02,1,"A behavioral psychologist, a hairy nature writer, and a feral man raised by an ape find their lives inextricably linked in a bizarre, darkly comedic exploration of the conflict between civilized social conditioning and our primal, animal instincts.",bm25,4,lostcityofz,"Lost City of Z, The","A true-life drama in the 1920s, centering on British explorer Col. Percy Fawcett, who discovered evidence of a previously unknown, advanced civilization in the Amazon and disappeared whilst searching ",0
P02,1,"A behavioral psychologist, a hairy nature writer, and a feral man raised by an ape find their lives inextricably linked in a bizarre, darkly comedic exploration of the conflict between civilized social conditioning and our primal, animal instincts.",bm25,5,batman2,Batman 2,"After the crisis caused by Matheus in the city, the toys start to worry more about their own safety. Additionally, Batman's absence from the lives of the citizens increases the chances of Matheus carr",0
P02,16,"A brilliant scientist, left horribly disfigured and presumed dead after a vengeful attack, uses his expertise in synthetic skin technology to assume different identities and hunt down the criminals who destroyed his life and stole his love.",bm25,1,virtuosity,Virtuosity,"The Law Enforcement Technology Advancement Centre (LETAC) has developed SID version 6.7: a Sadistic, Intelligent, and Dangerous virtual reality entity which is synthesized from the personalities of mo",2
P02,16,"A brilliant scientist, left horribly disfigured and presumed dead after a vengeful attack, uses his expertise in synthetic skin technology to assume different identities and hunt down the criminals who destroyed his life and stole his love.",bm25,2,batmanrobin,Batman and Robin,"This 15-chapter serial pits Batman and Robin against The Wizard, who uses a device that allows him to control machinery to hold the city hostage.",1
P02,16,"A brilliant scientist, left horribly disfigured and presumed dead after a vengeful attack, uses his expertise in synthetic skin technology to assume different identities and hunt down the criminals who destroyed his life and stole his love.",bm25,3,siege,"Siege, The","A group of partisans is under siege, surrounded by strong German forces. Some of them remember the events that preceded the siege. This is an omnibus of three intertwined stories.",1
P02,16,"A brilliant scientist, left horribly disfigured and presumed dead after a vengeful attack, uses his expertise in synthetic skin technology to assume different identities and hunt down the criminals who destroyed his life and stole his love.",bm25,4,freaked,Freaked,"A vain actor, his best friend, and an activist end up at a mutant freak farm run by a weirdo scientist.",0
P02,16,"A brilliant scientist, left horribly disfigured and presumed dead after a vengeful attack, uses his expertise in synthetic skin technology to assume different identities and hunt down the criminals who destroyed his life and stole his love.",bm25,5,darkman,Darkman,Dr. Peyton Westlake is on the verge of realizing a major breakthrough in synthetic skin when his laboratory is destroyed by gangsters. Having been burned beyond recognition and forever altered by an e,0
P03,33,An elite paramilitary rescue team sent into a remote jungle to retrieve hostages finds themselves being systematically hunted by a technologically advanced extraterrestrial warrior that views them as trophies.,bm25,1,predator,Predator,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,2
P03,33,An elite paramilitary rescue team sent into a remote jungle to retrieve hostages finds themselves being systematically hunted by a technologically advanced extraterrestrial warrior that views them as trophies.,bm25,2,predatorhunter,Predator/Hunter,"The Hunters and the Hunted: The Making of Predator 2 is a 2005 documentary that details the production of the 1990 film Predator 2. Created for the Predator 2: Special Edition DVD set, it uses intervi",1
P03,33,An elite paramilitary rescue team sent into a remote jungle to retrieve hostages finds themselves being systematically hunted by a technologically advanced extraterrestrial warrior that views them as trophies.,bm25,3,aliensvspredato,"Aliens
  Vs Predato","After a horrifying PredAlien crash-lands near a small Colorado town, killing everyone it encounters and producing countless Alien offspring, a lone Predator arrives to ""clean up"" the infestation.",0
P03,33,An elite paramilitary rescue team sent into a remote jungle to retrieve hostages finds themselves being systematically hunted by a technologically advanced extraterrestrial warrior that views them as trophies.,bm25,4,alienvspredator,Alien vs. Predator,"When scientists discover something near Antarctica that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting gro",1
P03,33,An elite paramilitary rescue team sent into a remote jungle to retrieve hostages finds themselves being systematically hunted by a technologically advanced extraterrestrial warrior that views them as trophies.,bm25,5,diehard,Die Hard,"NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her office's Christmas Party, the entire building is overtaken by a gro",0
P03,11,A meticulously organized elementary school teacher struggles to balance her professional ambitions and family expectations while falling in love with a charismatic fellow patient after a nervous breakdown lands her in a psychiatric facility.,hybrid,1,crazylove,Crazylove,"Letty Mayer, young and beautiful, has a cherished job as a teacher, a successful attorney boyfriend, and a tight knit family that is excited about her sister's impending wedding. But inside Letty ther",2
P03,11,A meticulously organized elementary school teacher struggles to balance her professional ambitions and family expectations while falling in love with a charismatic fellow patient after a nervous breakdown lands her in a psychiatric facility.,hybrid,2,the_rage:_carrie_2,The Rage: Carrie 2,,1
P03,11,A meticulously organized elementary school teacher struggles to balance her professional ambitions and family expectations while falling in love with a charismatic fellow patient after a nervous breakdown lands her in a psychiatric facility.,hybrid,3,take_shelter,Take Shelter,,0
P03,11,A meticulously organized elementary school teacher struggles to balance her professional ambitions and family expectations while falling in love with a charismatic fellow patient after a nervous breakdown lands her in a psychiatric facility.,hybrid,4,angel_eyes,Angel Eyes,,0
P03,11,A meticulously organized elementary school teacher struggles to balance her professional ambitions and family expectations while falling in love with a charismatic fellow patient after a nervous breakdown lands her in a psychiatric facility.,hybrid,5,elizabeth_blue,Elizabeth Blue,,0
P03,17,"A brilliant and high-stakes crisis manager and her elite team of fixers navigate the cutthroat world of Washington D.C. politics, working to protect the reputations of powerful figures while struggling to manage their own personal burdens and complex loyalties.",hybrid,1,"beekeeper,_the","Beekeeper, The",,2
P03,17,"A brilliant and high-stakes crisis manager and her elite team of fixers navigate the cutthroat world of Washington D.C. politics, working to protect the reputations of powerful figures while struggling to manage their own personal burdens and complex loyalties.",hybrid,2,scandal_episode_301_tv_script_pdf,Scandal Episode 301 TV Script PDF,,1
P03,17,"A brilliant and high-stakes crisis manager and her elite team of fixers navigate the cutthroat world of Washington D.C. politics, working to protect the reputations of powerful figures while struggling to manage their own personal burdens and complex loyalties.",hybrid,3,we_own_the_night,We Own the Night,,0
P03,17,"A brilliant and high-stakes crisis manager and her elite team of fixers navigate the cutthroat world of Washington D.C. politics, working to protect the reputations of powerful figures while struggling to manage their own personal burdens and complex loyalties.",hybrid,4,fair_game,Fair Game,,0
P03,17,"A brilliant and high-stakes crisis manager and her elite team of fixers navigate the cutthroat world of Washington D.C. politics, working to protect the reputations of powerful figures while struggling to manage their own personal burdens and complex loyalties.",hybrid,5,eternal_sunshine_of_the_spotless_mind,Eternal Sunshine of the Spotless Mind,,0
P03,19,"A professional con artist becomes dangerously entangled with his estranged, cold-blooded mother and his manipulative girlfriend, leading to a fatal collision of greed, betrayal, and dark family dysfunction.",bm25,1,killbill,Kill Bill,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle - but she lives to plot her vengeance.",2
P03,19,"A professional con artist becomes dangerously entangled with his estranged, cold-blooded mother and his manipulative girlfriend, leading to a fatal collision of greed, betrayal, and dark family dysfunction.",bm25,2,fatalinstinct,Fatal Instinct,A police detective follows a trail of evidence that eventually seems to lead to his trusted partner's ex-con brother who he helped put in prison years ago.,1
